Document # 	 Predicted Label 	 Actual Label
	1		 | 		pos		 | 		pos
	11268		 | 		pos		 | 		pos
	11269		 | 		neg		 | 		pos
	11270		 | 		pos		 | 		pos
	11271		 | 		pos		 | 		pos
	11272		 | 		pos		 | 		pos
	11273		 | 		neg		 | 		pos
	11274		 | 		pos		 | 		pos
	11275		 | 		pos		 | 		pos
	11276		 | 		neg		 | 		pos
	11277		 | 		pos		 | 		pos
	11278		 | 		pos		 | 		pos
	11279		 | 		pos		 | 		pos
	11280		 | 		pos		 | 		pos
	11281		 | 		pos		 | 		pos
	11282		 | 		neg		 | 		pos
	11283		 | 		pos		 | 		pos
	11284		 | 		pos		 | 		pos
	11285		 | 		neg		 | 		pos
	11286		 | 		pos		 | 		pos
	11287		 | 		neg		 | 		pos
	11288		 | 		pos		 | 		pos
	11289		 | 		pos		 | 		pos
	11290		 | 		pos		 | 		pos
	11291		 | 		neg		 | 		pos
	11292		 | 		pos		 | 		pos
	11293		 | 		pos		 | 		pos
	11294		 | 		pos		 | 		pos
	11295		 | 		pos		 | 		pos
	11296		 | 		pos		 | 		pos
	11297		 | 		pos		 | 		pos
	11298		 | 		pos		 | 		pos
	11299		 | 		pos		 | 		pos
	11300		 | 		neg		 | 		pos
	11301		 | 		pos		 | 		pos
	11302		 | 		pos		 | 		pos
	11303		 | 		pos		 | 		pos
	11304		 | 		pos		 | 		pos
	11305		 | 		pos		 | 		pos
	11306		 | 		pos		 | 		pos
	11307		 | 		pos		 | 		pos
	11308		 | 		pos		 | 		pos
	11309		 | 		pos		 | 		pos
	11310		 | 		neg		 | 		pos
	11311		 | 		pos		 | 		pos
	11312		 | 		pos		 | 		pos
	11313		 | 		neg		 | 		pos
	11314		 | 		pos		 | 		pos
	11315		 | 		neg		 | 		pos
	11316		 | 		pos		 | 		pos
	11317		 | 		pos		 | 		pos
	11318		 | 		pos		 | 		pos
	11319		 | 		pos		 | 		pos
	11320		 | 		pos		 | 		pos
	11321		 | 		pos		 | 		pos
	11322		 | 		pos		 | 		pos
	11323		 | 		pos		 | 		pos
	11324		 | 		pos		 | 		pos
	11325		 | 		pos		 | 		pos
	11326		 | 		pos		 | 		pos
	11327		 | 		pos		 | 		pos
	11328		 | 		pos		 | 		pos
	11329		 | 		pos		 | 		pos
	11330		 | 		pos		 | 		pos
	11331		 | 		neg		 | 		pos
	11332		 | 		pos		 | 		pos
	11333		 | 		pos		 | 		pos
	11334		 | 		pos		 | 		pos
	11335		 | 		neg		 | 		pos
	11336		 | 		pos		 | 		pos
	11337		 | 		neg		 | 		pos
	11338		 | 		pos		 | 		pos
	11339		 | 		pos		 | 		pos
	11340		 | 		pos		 | 		pos
	11341		 | 		neg		 | 		pos
	11342		 | 		neg		 | 		pos
	11343		 | 		pos		 | 		pos
	11344		 | 		pos		 | 		pos
	11345		 | 		pos		 | 		pos
	11346		 | 		pos		 | 		pos
	11347		 | 		pos		 | 		pos
	11348		 | 		pos		 | 		pos
	11349		 | 		pos		 | 		pos
	11350		 | 		pos		 | 		pos
	11351		 | 		neg		 | 		pos
	11352		 | 		pos		 | 		pos
	11353		 | 		pos		 | 		pos
	11354		 | 		pos		 | 		pos
	11355		 | 		pos		 | 		pos
	11356		 | 		neg		 | 		pos
	11357		 | 		pos		 | 		pos
	11358		 | 		pos		 | 		pos
	11359		 | 		pos		 | 		pos
	11360		 | 		neg		 | 		pos
	11361		 | 		pos		 | 		pos
	11362		 | 		pos		 | 		pos
	11363		 | 		pos		 | 		pos
	11364		 | 		pos		 | 		pos
	11365		 | 		neg		 | 		pos
	11366		 | 		neg		 | 		pos
	11367		 | 		neg		 | 		pos
	11368		 | 		neg		 | 		pos
	11369		 | 		pos		 | 		pos
	11370		 | 		pos		 | 		pos
	11371		 | 		pos		 | 		pos
	11372		 | 		pos		 | 		pos
	11373		 | 		pos		 | 		pos
	11374		 | 		pos		 | 		pos
	11375		 | 		pos		 | 		pos
	11376		 | 		pos		 | 		pos
	11377		 | 		pos		 | 		pos
	11378		 | 		pos		 | 		pos
	11379		 | 		neg		 | 		pos
	11380		 | 		pos		 | 		pos
	11381		 | 		pos		 | 		pos
	11382		 | 		neg		 | 		pos
	11383		 | 		pos		 | 		pos
	11384		 | 		pos		 | 		pos
	11385		 | 		pos		 | 		pos
	11386		 | 		pos		 | 		pos
	11387		 | 		pos		 | 		pos
	11388		 | 		pos		 | 		pos
	11389		 | 		pos		 | 		pos
	11390		 | 		pos		 | 		pos
	11391		 | 		pos		 | 		pos
	11392		 | 		pos		 | 		pos
	11393		 | 		pos		 | 		pos
	11394		 | 		neg		 | 		pos
	11395		 | 		pos		 | 		pos
	11396		 | 		pos		 | 		pos
	11397		 | 		pos		 | 		pos
	11398		 | 		pos		 | 		pos
	11399		 | 		pos		 | 		pos
	11400		 | 		neg		 | 		pos
	11401		 | 		pos		 | 		pos
	11402		 | 		neg		 | 		pos
	11403		 | 		neg		 | 		pos
	11404		 | 		pos		 | 		pos
	11405		 | 		pos		 | 		pos
	11406		 | 		pos		 | 		pos
	11407		 | 		pos		 | 		pos
	11408		 | 		neg		 | 		pos
	11409		 | 		pos		 | 		pos
	11410		 | 		pos		 | 		pos
	11411		 | 		pos		 | 		pos
	11412		 | 		pos		 | 		pos
	11413		 | 		pos		 | 		pos
	11414		 | 		pos		 | 		pos
	11415		 | 		neg		 | 		pos
	11416		 | 		pos		 | 		pos
	11417		 | 		pos		 | 		pos
	11418		 | 		pos		 | 		pos
	11419		 | 		pos		 | 		pos
	11420		 | 		pos		 | 		pos
	11421		 | 		pos		 | 		pos
	11422		 | 		pos		 | 		pos
	11423		 | 		pos		 | 		pos
	11424		 | 		pos		 | 		pos
	11425		 | 		pos		 | 		pos
	11426		 | 		pos		 | 		pos
	11427		 | 		pos		 | 		pos
	11428		 | 		pos		 | 		pos
	11429		 | 		pos		 | 		pos
	11430		 | 		pos		 | 		pos
	11431		 | 		pos		 | 		pos
	11432		 | 		neg		 | 		pos
	11433		 | 		pos		 | 		pos
	11434		 | 		pos		 | 		pos
	11435		 | 		pos		 | 		pos
	11436		 | 		neg		 | 		pos
	11437		 | 		pos		 | 		pos
	11438		 | 		pos		 | 		pos
	11439		 | 		pos		 | 		pos
	11440		 | 		neg		 | 		pos
	11441		 | 		pos		 | 		pos
	11442		 | 		neg		 | 		pos
	11443		 | 		pos		 | 		pos
	11444		 | 		pos		 | 		pos
	11445		 | 		neg		 | 		pos
	11446		 | 		neg		 | 		pos
	11447		 | 		pos		 | 		pos
	11448		 | 		pos		 | 		pos
	11449		 | 		neg		 | 		pos
	11450		 | 		pos		 | 		pos
	11451		 | 		pos		 | 		pos
	11452		 | 		pos		 | 		pos
	11453		 | 		pos		 | 		pos
	11454		 | 		neg		 | 		pos
	11455		 | 		pos		 | 		pos
	11456		 | 		neg		 | 		pos
	11457		 | 		pos		 | 		pos
	11458		 | 		pos		 | 		pos
	11459		 | 		pos		 | 		pos
	11460		 | 		pos		 | 		pos
	11461		 | 		pos		 | 		pos
	11462		 | 		neg		 | 		pos
	11463		 | 		neg		 | 		pos
	11464		 | 		pos		 | 		pos
	11465		 | 		neg		 | 		pos
	11466		 | 		pos		 | 		pos
	11467		 | 		pos		 | 		pos
	11468		 | 		neg		 | 		pos
	11469		 | 		neg		 | 		pos
	11470		 | 		pos		 | 		pos
	11471		 | 		pos		 | 		pos
	11472		 | 		pos		 | 		pos
	11473		 | 		pos		 | 		pos
	11474		 | 		pos		 | 		pos
	11475		 | 		neg		 | 		pos
	11476		 | 		neg		 | 		pos
	11477		 | 		pos		 | 		pos
	11478		 | 		pos		 | 		pos
	11479		 | 		pos		 | 		pos
	11480		 | 		pos		 | 		pos
	11481		 | 		neg		 | 		pos
	11482		 | 		pos		 | 		pos
	11483		 | 		pos		 | 		pos
	11484		 | 		neg		 | 		pos
	11485		 | 		pos		 | 		pos
	11486		 | 		pos		 | 		pos
	11487		 | 		pos		 | 		pos
	11488		 | 		pos		 | 		pos
	11489		 | 		neg		 | 		pos
	11490		 | 		pos		 | 		pos
	11491		 | 		pos		 | 		pos
	11492		 | 		pos		 | 		pos
	11493		 | 		pos		 | 		pos
	11494		 | 		pos		 | 		pos
	11495		 | 		neg		 | 		pos
	11496		 | 		neg		 | 		pos
	11497		 | 		neg		 | 		pos
	11498		 | 		pos		 | 		pos
	11499		 | 		pos		 | 		pos
	11500		 | 		pos		 | 		pos
	11501		 | 		pos		 | 		pos
	11502		 | 		pos		 | 		pos
	11503		 | 		pos		 | 		pos
	11504		 | 		pos		 | 		pos
	11505		 | 		pos		 | 		pos
	11506		 | 		pos		 | 		pos
	11507		 | 		pos		 | 		pos
	11508		 | 		pos		 | 		pos
	11509		 | 		neg		 | 		pos
	11510		 | 		pos		 | 		pos
	11511		 | 		pos		 | 		pos
	11512		 | 		pos		 | 		pos
	11513		 | 		pos		 | 		pos
	11514		 | 		pos		 | 		pos
	11515		 | 		pos		 | 		pos
	11516		 | 		pos		 | 		pos
	11517		 | 		neg		 | 		pos
	11518		 | 		pos		 | 		pos
	11519		 | 		pos		 | 		pos
	11520		 | 		neg		 | 		pos
	11521		 | 		pos		 | 		pos
	11522		 | 		pos		 | 		pos
	11523		 | 		pos		 | 		pos
	11524		 | 		pos		 | 		pos
	11525		 | 		pos		 | 		pos
	11526		 | 		pos		 | 		pos
	11527		 | 		pos		 | 		pos
	11528		 | 		pos		 | 		pos
	11529		 | 		pos		 | 		pos
	11530		 | 		neg		 | 		pos
	11531		 | 		pos		 | 		pos
	11532		 | 		pos		 | 		pos
	11533		 | 		pos		 | 		pos
	11534		 | 		pos		 | 		pos
	11535		 | 		pos		 | 		pos
	11536		 | 		pos		 | 		pos
	11537		 | 		pos		 | 		pos
	11538		 | 		pos		 | 		pos
	11539		 | 		pos		 | 		pos
	11540		 | 		pos		 | 		pos
	11541		 | 		pos		 | 		pos
	11542		 | 		pos		 | 		pos
	11543		 | 		neg		 | 		pos
	11544		 | 		pos		 | 		pos
	11545		 | 		pos		 | 		pos
	11546		 | 		pos		 | 		pos
	11547		 | 		neg		 | 		pos
	11548		 | 		pos		 | 		pos
	11549		 | 		pos		 | 		pos
	11550		 | 		neg		 | 		pos
	11551		 | 		pos		 | 		pos
	11552		 | 		neg		 | 		pos
	11553		 | 		pos		 | 		pos
	11554		 | 		pos		 | 		pos
	11555		 | 		pos		 | 		pos
	11556		 | 		pos		 | 		pos
	11557		 | 		pos		 | 		pos
	11558		 | 		pos		 | 		pos
	11559		 | 		neg		 | 		pos
	11560		 | 		pos		 | 		pos
	11561		 | 		pos		 | 		pos
	11562		 | 		neg		 | 		pos
	11563		 | 		neg		 | 		pos
	11564		 | 		pos		 | 		pos
	11565		 | 		pos		 | 		pos
	11566		 | 		pos		 | 		pos
	11567		 | 		pos		 | 		pos
	11568		 | 		pos		 | 		pos
	11569		 | 		pos		 | 		pos
	11570		 | 		pos		 | 		pos
	11571		 | 		pos		 | 		pos
	11572		 | 		pos		 | 		pos
	11573		 | 		neg		 | 		pos
	11574		 | 		pos		 | 		pos
	11575		 | 		neg		 | 		pos
	11576		 | 		pos		 | 		pos
	11577		 | 		pos		 | 		pos
	11578		 | 		neg		 | 		pos
	11579		 | 		neg		 | 		pos
	11580		 | 		neg		 | 		pos
	11581		 | 		neg		 | 		pos
	11582		 | 		pos		 | 		pos
	11583		 | 		pos		 | 		pos
	11584		 | 		neg		 | 		pos
	11585		 | 		pos		 | 		pos
	11586		 | 		pos		 | 		pos
	11587		 | 		neg		 | 		pos
	11588		 | 		pos		 | 		pos
	11589		 | 		pos		 | 		pos
	11590		 | 		pos		 | 		pos
	11591		 | 		pos		 | 		pos
	11592		 | 		neg		 | 		pos
	11593		 | 		pos		 | 		pos
	11594		 | 		pos		 | 		pos
	11595		 | 		pos		 | 		pos
	11596		 | 		neg		 | 		pos
	11597		 | 		pos		 | 		pos
	11598		 | 		neg		 | 		pos
	11599		 | 		neg		 | 		pos
	11600		 | 		pos		 | 		pos
	11601		 | 		pos		 | 		pos
	11602		 | 		pos		 | 		pos
	11603		 | 		neg		 | 		pos
	11604		 | 		pos		 | 		pos
	11605		 | 		pos		 | 		pos
	11606		 | 		pos		 | 		pos
	11607		 | 		neg		 | 		pos
	11608		 | 		neg		 | 		pos
	11609		 | 		pos		 | 		pos
	11610		 | 		pos		 | 		pos
	11611		 | 		pos		 | 		pos
	11612		 | 		pos		 | 		pos
	11613		 | 		pos		 | 		pos
	11614		 | 		pos		 | 		pos
	11615		 | 		pos		 | 		pos
	11616		 | 		neg		 | 		pos
	11617		 | 		pos		 | 		pos
	11618		 | 		pos		 | 		pos
	11619		 | 		neg		 | 		pos
	11620		 | 		pos		 | 		pos
	11621		 | 		neg		 | 		pos
	11622		 | 		pos		 | 		pos
	11623		 | 		pos		 | 		pos
	11624		 | 		pos		 | 		pos
	11625		 | 		pos		 | 		pos
	11626		 | 		pos		 | 		pos
	11627		 | 		neg		 | 		pos
	11628		 | 		pos		 | 		pos
	11629		 | 		pos		 | 		pos
	11630		 | 		pos		 | 		pos
	11631		 | 		neg		 | 		pos
	11632		 | 		pos		 | 		pos
	11633		 | 		pos		 | 		pos
	11634		 | 		pos		 | 		pos
	11635		 | 		neg		 | 		pos
	11636		 | 		pos		 | 		pos
	11637		 | 		neg		 | 		pos
	11638		 | 		pos		 | 		pos
	11639		 | 		pos		 | 		pos
	11640		 | 		pos		 | 		pos
	11641		 | 		pos		 | 		pos
	11642		 | 		pos		 | 		pos
	11643		 | 		pos		 | 		pos
	11644		 | 		pos		 | 		pos
	11645		 | 		pos		 | 		pos
	11646		 | 		pos		 | 		pos
	11647		 | 		neg		 | 		pos
	11648		 | 		pos		 | 		pos
	11649		 | 		pos		 | 		pos
	11650		 | 		pos		 | 		pos
	11651		 | 		pos		 | 		pos
	11652		 | 		pos		 | 		pos
	11653		 | 		pos		 | 		pos
	11654		 | 		pos		 | 		pos
	11655		 | 		pos		 | 		pos
	11656		 | 		pos		 | 		pos
	11657		 | 		pos		 | 		pos
	11658		 | 		pos		 | 		pos
	11659		 | 		pos		 | 		pos
	11660		 | 		pos		 | 		pos
	11661		 | 		pos		 | 		pos
	11662		 | 		neg		 | 		pos
	11663		 | 		pos		 | 		pos
	11664		 | 		neg		 | 		pos
	11665		 | 		pos		 | 		pos
	11666		 | 		neg		 | 		pos
	11667		 | 		pos		 | 		pos
	11668		 | 		neg		 | 		pos
	11669		 | 		pos		 | 		pos
	11670		 | 		neg		 | 		pos
	11671		 | 		pos		 | 		pos
	11672		 | 		neg		 | 		pos
	11673		 | 		pos		 | 		pos
	11674		 | 		pos		 | 		pos
	11675		 | 		pos		 | 		pos
	11676		 | 		neg		 | 		pos
	11677		 | 		neg		 | 		pos
	11678		 | 		neg		 | 		pos
	11679		 | 		pos		 | 		pos
	11680		 | 		pos		 | 		pos
	11681		 | 		neg		 | 		pos
	11682		 | 		pos		 | 		pos
	11683		 | 		pos		 | 		pos
	11684		 | 		pos		 | 		pos
	11685		 | 		neg		 | 		pos
	11686		 | 		pos		 | 		pos
	11687		 | 		pos		 | 		pos
	11688		 | 		pos		 | 		pos
	11689		 | 		pos		 | 		pos
	11690		 | 		pos		 | 		pos
	11691		 | 		pos		 | 		pos
	11692		 | 		neg		 | 		pos
	11693		 | 		neg		 | 		pos
	11694		 | 		neg		 | 		pos
	11695		 | 		pos		 | 		pos
	11696		 | 		pos		 | 		pos
	11697		 | 		pos		 | 		pos
	11698		 | 		pos		 | 		pos
	11699		 | 		pos		 | 		pos
	11700		 | 		pos		 | 		pos
	11701		 | 		pos		 | 		pos
	11702		 | 		pos		 | 		pos
	11703		 | 		pos		 | 		pos
	11704		 | 		pos		 | 		pos
	11705		 | 		pos		 | 		pos
	11706		 | 		pos		 | 		pos
	11707		 | 		pos		 | 		pos
	11708		 | 		pos		 | 		pos
	11709		 | 		pos		 | 		pos
	11710		 | 		pos		 | 		pos
	11711		 | 		pos		 | 		pos
	11712		 | 		pos		 | 		pos
	11713		 | 		pos		 | 		pos
	11714		 | 		pos		 | 		pos
	11715		 | 		neg		 | 		pos
	11716		 | 		neg		 | 		pos
	11717		 | 		pos		 | 		pos
	11718		 | 		pos		 | 		pos
	11719		 | 		pos		 | 		pos
	11720		 | 		pos		 | 		pos
	11721		 | 		pos		 | 		pos
	11722		 | 		pos		 | 		pos
	11723		 | 		pos		 | 		pos
	11724		 | 		pos		 | 		pos
	11725		 | 		pos		 | 		pos
	11726		 | 		pos		 | 		pos
	11727		 | 		pos		 | 		pos
	11728		 | 		neg		 | 		pos
	11729		 | 		neg		 | 		pos
	11730		 | 		pos		 | 		pos
	11731		 | 		neg		 | 		pos
	11732		 | 		pos		 | 		pos
	11733		 | 		pos		 | 		pos
	11734		 | 		pos		 | 		pos
	11735		 | 		pos		 | 		pos
	11736		 | 		pos		 | 		pos
	11737		 | 		pos		 | 		pos
	11738		 | 		pos		 | 		pos
	11739		 | 		neg		 | 		pos
	11740		 | 		pos		 | 		pos
	11741		 | 		pos		 | 		pos
	11742		 | 		neg		 | 		pos
	11743		 | 		pos		 | 		pos
	11744		 | 		neg		 | 		pos
	11745		 | 		pos		 | 		pos
	11746		 | 		pos		 | 		pos
	11747		 | 		pos		 | 		pos
	11748		 | 		neg		 | 		pos
	11749		 | 		pos		 | 		pos
	11750		 | 		pos		 | 		pos
	11751		 | 		pos		 | 		pos
	11752		 | 		pos		 | 		pos
	11753		 | 		pos		 | 		pos
	11754		 | 		pos		 | 		pos
	11755		 | 		pos		 | 		pos
	11756		 | 		pos		 | 		pos
	11757		 | 		neg		 | 		pos
	11758		 | 		neg		 | 		pos
	11759		 | 		pos		 | 		pos
	11760		 | 		pos		 | 		pos
	11761		 | 		pos		 | 		pos
	11762		 | 		pos		 | 		pos
	11763		 | 		pos		 | 		pos
	11764		 | 		pos		 | 		pos
	11765		 | 		pos		 | 		pos
	11766		 | 		pos		 | 		pos
	11767		 | 		pos		 | 		pos
	11768		 | 		neg		 | 		pos
	11769		 | 		pos		 | 		pos
	11770		 | 		pos		 | 		pos
	11771		 | 		pos		 | 		pos
	11772		 | 		pos		 | 		pos
	11773		 | 		pos		 | 		pos
	11774		 | 		pos		 | 		pos
	11775		 | 		pos		 | 		pos
	11776		 | 		pos		 | 		pos
	11777		 | 		pos		 | 		pos
	11778		 | 		neg		 | 		pos
	11779		 | 		pos		 | 		pos
	11780		 | 		pos		 | 		pos
	11781		 | 		pos		 | 		pos
	11782		 | 		pos		 | 		pos
	11783		 | 		pos		 | 		pos
	11784		 | 		pos		 | 		pos
	11785		 | 		pos		 | 		pos
	11786		 | 		pos		 | 		pos
	11787		 | 		pos		 | 		pos
	11788		 | 		pos		 | 		pos
	11789		 | 		pos		 | 		pos
	11790		 | 		pos		 | 		pos
	11791		 | 		neg		 | 		pos
	11792		 | 		pos		 | 		pos
	11793		 | 		neg		 | 		pos
	11794		 | 		pos		 | 		pos
	11795		 | 		pos		 | 		pos
	11796		 | 		neg		 | 		pos
	11797		 | 		pos		 | 		pos
	11798		 | 		pos		 | 		pos
	11799		 | 		pos		 | 		pos
	11800		 | 		pos		 | 		pos
	11801		 | 		neg		 | 		pos
	11802		 | 		pos		 | 		pos
	11803		 | 		pos		 | 		pos
	11804		 | 		pos		 | 		pos
	11805		 | 		pos		 | 		pos
	11806		 | 		pos		 | 		pos
	11807		 | 		pos		 | 		pos
	11808		 | 		pos		 | 		pos
	11809		 | 		pos		 | 		pos
	11810		 | 		neg		 | 		pos
	11811		 | 		pos		 | 		pos
	11812		 | 		neg		 | 		pos
	11813		 | 		neg		 | 		pos
	11814		 | 		pos		 | 		pos
	11815		 | 		neg		 | 		pos
	11816		 | 		pos		 | 		pos
	11817		 | 		pos		 | 		pos
	11818		 | 		pos		 | 		pos
	11819		 | 		pos		 | 		pos
	11820		 | 		neg		 | 		pos
	11821		 | 		pos		 | 		pos
	11822		 | 		neg		 | 		pos
	11823		 | 		neg		 | 		pos
	11824		 | 		neg		 | 		pos
	11825		 | 		pos		 | 		pos
	11826		 | 		pos		 | 		pos
	11827		 | 		pos		 | 		pos
	11828		 | 		pos		 | 		pos
	11829		 | 		pos		 | 		pos
	11830		 | 		neg		 | 		pos
	11831		 | 		neg		 | 		pos
	11832		 | 		pos		 | 		pos
	11833		 | 		neg		 | 		pos
	11834		 | 		pos		 | 		pos
	11835		 | 		pos		 | 		pos
	11836		 | 		pos		 | 		pos
	11837		 | 		neg		 | 		pos
	11838		 | 		pos		 | 		pos
	11839		 | 		neg		 | 		pos
	11840		 | 		pos		 | 		pos
	11841		 | 		neg		 | 		pos
	11842		 | 		neg		 | 		pos
	11843		 | 		neg		 | 		pos
	11844		 | 		pos		 | 		pos
	11845		 | 		pos		 | 		pos
	11846		 | 		pos		 | 		pos
	11847		 | 		pos		 | 		pos
	11848		 | 		pos		 | 		pos
	11849		 | 		pos		 | 		pos
	11850		 | 		neg		 | 		pos
	11851		 | 		pos		 | 		pos
	11852		 | 		pos		 | 		pos
	11853		 | 		pos		 | 		pos
	11854		 | 		neg		 | 		pos
	11855		 | 		pos		 | 		pos
	11856		 | 		pos		 | 		pos
	11857		 | 		pos		 | 		pos
	11858		 | 		neg		 | 		pos
	11859		 | 		pos		 | 		pos
	11860		 | 		neg		 | 		pos
	11861		 | 		pos		 | 		pos
	11862		 | 		pos		 | 		pos
	11863		 | 		neg		 | 		pos
	11864		 | 		pos		 | 		pos
	11865		 | 		pos		 | 		pos
	11866		 | 		neg		 | 		pos
	11867		 | 		pos		 | 		pos
	11868		 | 		pos		 | 		pos
	11869		 | 		pos		 | 		pos
	11870		 | 		pos		 | 		pos
	11871		 | 		pos		 | 		pos
	11872		 | 		pos		 | 		pos
	11873		 | 		pos		 | 		pos
	11874		 | 		pos		 | 		pos
	11875		 | 		pos		 | 		pos
	11876		 | 		pos		 | 		pos
	11877		 | 		neg		 | 		pos
	11878		 | 		pos		 | 		pos
	11879		 | 		pos		 | 		pos
	11880		 | 		pos		 | 		pos
	11881		 | 		pos		 | 		pos
	11882		 | 		pos		 | 		pos
	11883		 | 		pos		 | 		pos
	11884		 | 		neg		 | 		pos
	11885		 | 		pos		 | 		pos
	11886		 | 		pos		 | 		pos
	11887		 | 		neg		 | 		pos
	11888		 | 		pos		 | 		pos
	11889		 | 		pos		 | 		pos
	11890		 | 		neg		 | 		pos
	11891		 | 		pos		 | 		pos
	11892		 | 		pos		 | 		pos
	11893		 | 		neg		 | 		pos
	11894		 | 		neg		 | 		pos
	11895		 | 		pos		 | 		pos
	11896		 | 		neg		 | 		pos
	11897		 | 		pos		 | 		pos
	11898		 | 		pos		 | 		pos
	11899		 | 		neg		 | 		pos
	11900		 | 		pos		 | 		pos
	11901		 | 		pos		 | 		pos
	11902		 | 		pos		 | 		pos
	11903		 | 		pos		 | 		pos
	11904		 | 		pos		 | 		pos
	11905		 | 		pos		 | 		pos
	11906		 | 		neg		 | 		pos
	11907		 | 		neg		 | 		pos
	11908		 | 		neg		 | 		pos
	11909		 | 		pos		 | 		pos
	11910		 | 		pos		 | 		pos
	11911		 | 		pos		 | 		pos
	11912		 | 		pos		 | 		pos
	11913		 | 		pos		 | 		pos
	11914		 | 		neg		 | 		pos
	11915		 | 		pos		 | 		pos
	11916		 | 		pos		 | 		pos
	11917		 | 		pos		 | 		pos
	11918		 | 		neg		 | 		pos
	11919		 | 		neg		 | 		pos
	11920		 | 		pos		 | 		pos
	11921		 | 		pos		 | 		pos
	11922		 | 		pos		 | 		pos
	11923		 | 		pos		 | 		pos
	11924		 | 		pos		 | 		pos
	11925		 | 		pos		 | 		pos
	11926		 | 		pos		 | 		pos
	11927		 | 		pos		 | 		pos
	11928		 | 		pos		 | 		pos
	11929		 | 		pos		 | 		pos
	11930		 | 		pos		 | 		pos
	11931		 | 		pos		 | 		pos
	11932		 | 		pos		 | 		pos
	11933		 | 		pos		 | 		pos
	11934		 | 		pos		 | 		pos
	11935		 | 		pos		 | 		pos
	11936		 | 		pos		 | 		pos
	11937		 | 		pos		 | 		pos
	11938		 | 		neg		 | 		pos
	11939		 | 		pos		 | 		pos
	11940		 | 		neg		 | 		pos
	11941		 | 		neg		 | 		pos
	11942		 | 		pos		 | 		pos
	11943		 | 		pos		 | 		pos
	11944		 | 		pos		 | 		pos
	11945		 | 		pos		 | 		pos
	11946		 | 		pos		 | 		pos
	11947		 | 		pos		 | 		pos
	11948		 | 		neg		 | 		pos
	11949		 | 		neg		 | 		pos
	11950		 | 		neg		 | 		pos
	11951		 | 		neg		 | 		pos
	11952		 | 		pos		 | 		pos
	11953		 | 		pos		 | 		pos
	11954		 | 		pos		 | 		pos
	11955		 | 		neg		 | 		pos
	11956		 | 		neg		 | 		pos
	11957		 | 		pos		 | 		pos
	11958		 | 		pos		 | 		pos
	11959		 | 		neg		 | 		pos
	11960		 | 		neg		 | 		pos
	11961		 | 		pos		 | 		pos
	11962		 | 		neg		 | 		pos
	11963		 | 		neg		 | 		pos
	11964		 | 		pos		 | 		pos
	11965		 | 		pos		 | 		pos
	11966		 | 		pos		 | 		pos
	11967		 | 		pos		 | 		pos
	11968		 | 		pos		 | 		pos
	11969		 | 		pos		 | 		pos
	11970		 | 		pos		 | 		pos
	11971		 | 		pos		 | 		pos
	11972		 | 		pos		 | 		pos
	11973		 | 		neg		 | 		pos
	11974		 | 		pos		 | 		pos
	11975		 | 		neg		 | 		pos
	11976		 | 		neg		 | 		pos
	11977		 | 		pos		 | 		pos
	11978		 | 		pos		 | 		pos
	11979		 | 		pos		 | 		pos
	11980		 | 		pos		 | 		pos
	11981		 | 		pos		 | 		pos
	11982		 | 		pos		 | 		pos
	11983		 | 		pos		 | 		pos
	11984		 | 		pos		 | 		pos
	11985		 | 		neg		 | 		pos
	11986		 | 		pos		 | 		pos
	11987		 | 		pos		 | 		pos
	11988		 | 		pos		 | 		pos
	11989		 | 		pos		 | 		pos
	11990		 | 		pos		 | 		pos
	11991		 | 		pos		 | 		pos
	11992		 | 		neg		 | 		pos
	11993		 | 		pos		 | 		pos
	11994		 | 		pos		 | 		pos
	11995		 | 		pos		 | 		pos
	11996		 | 		pos		 | 		pos
	11997		 | 		pos		 | 		pos
	11998		 | 		pos		 | 		pos
	11999		 | 		pos		 | 		pos
	12000		 | 		neg		 | 		pos
	12001		 | 		pos		 | 		pos
	12002		 | 		pos		 | 		pos
	12003		 | 		neg		 | 		pos
	12004		 | 		pos		 | 		pos
	12005		 | 		pos		 | 		pos
	12006		 | 		neg		 | 		pos
	12007		 | 		pos		 | 		pos
	12008		 | 		pos		 | 		pos
	12009		 | 		neg		 | 		pos
	12010		 | 		pos		 | 		pos
	12011		 | 		pos		 | 		pos
	12012		 | 		neg		 | 		pos
	12013		 | 		pos		 | 		pos
	12014		 | 		pos		 | 		pos
	12015		 | 		pos		 | 		pos
	12016		 | 		pos		 | 		pos
	12017		 | 		pos		 | 		pos
	12018		 | 		neg		 | 		pos
	12019		 | 		pos		 | 		pos
	12020		 | 		pos		 | 		pos
	12021		 | 		pos		 | 		pos
	12022		 | 		pos		 | 		pos
	12023		 | 		neg		 | 		pos
	12024		 | 		pos		 | 		pos
	12025		 | 		pos		 | 		pos
	12026		 | 		neg		 | 		pos
	12027		 | 		neg		 | 		pos
	12028		 | 		neg		 | 		pos
	12029		 | 		pos		 | 		pos
	12030		 | 		pos		 | 		pos
	12031		 | 		pos		 | 		pos
	12032		 | 		pos		 | 		pos
	12033		 | 		pos		 | 		pos
	12034		 | 		pos		 | 		pos
	12035		 | 		pos		 | 		pos
	12036		 | 		pos		 | 		pos
	12037		 | 		pos		 | 		pos
	12038		 | 		neg		 | 		pos
	12039		 | 		pos		 | 		pos
	12040		 | 		neg		 | 		pos
	12041		 | 		pos		 | 		pos
	12042		 | 		neg		 | 		pos
